item_id,difficulty,difficulty_centered,easiness_z,loading_factor_1,dominant_factor,item_id_meta,selected_order,pair_id,question_id,split,ordering,difficulty_meta,gold,difficulty_laplace_se,difficulty_centered_laplace_se,difficulty_centered_laplace_lo,difficulty_centered_laplace_hi
qwen3_235b:abc368_e:154:fwd,7.6616473,9.2973995,-7.6616473,-2.8908184,factor_1,qwen3_235b:abc368_e:154:fwd,1554,qwen3_235b:abc368_e:154,abc368_e,qwen3_235b,fwd,hard,A,5.4373283,5.435379,-1.3559437,19.950743
claude_3.7_sonnet:3631:242:bwd,7.632164,9.267916,-7.632164,6.856802,factor_1,claude_3.7_sonnet:3631:242:bwd,242,claude_3.7_sonnet:3631:242,3631,claude_3.7_sonnet,bwd,easy,B,3.5386071,3.5379026,2.3336263,16.202206
gemini_2.5_flash:3765:116:fwd,7.623292,9.259044,-7.623292,-7.5552726,factor_1,gemini_2.5_flash:3765:116:fwd,697,gemini_2.5_flash:3765:116,3765,gemini_2.5_flash,fwd,hard,A,2.7911701,2.791083,3.7885208,14.729567
gemini_2.5_flash_lite:abc345_d:249:fwd,7.6180954,9.253847,-7.6180954,-7.5488615,factor_1,gemini_2.5_flash_lite:abc345_d:249:fwd,1260,gemini_2.5_flash_lite:abc345_d:249,abc345_d,gemini_2.5_flash_lite,fwd,hard,A,2.7886648,2.7885802,3.78823,14.719464
gemini_2.5_flash_lite:abc341_e:243:bwd,7.6041718,9.2399235,-7.6041718,6.8674912,factor_1,gemini_2.5_flash_lite:abc341_e:243:bwd,1254,gemini_2.5_flash_lite:abc341_e:243,abc341_e,gemini_2.5_flash_lite,bwd,medium,B,3.5404344,3.5397286,2.3020554,16.177792
claude_4_opus:arc185_b:191:bwd,7.592192,9.227944,-7.592192,6.9141493,factor_1,claude_4_opus:arc185_b:191:bwd,1809,claude_4_opus:arc185_b:191,arc185_b,claude_4_opus,bwd,medium,B,3.5619502,3.5612283,2.2479367,16.207952
gemini_2.5_flash:2857:312:fwd,7.5889235,9.224675,-7.5889235,-7.56553,factor_1,gemini_2.5_flash:2857:312:fwd,893,gemini_2.5_flash:2857:312,2857,gemini_2.5_flash,fwd,medium,A,2.7896497,2.7895641,3.7571292,14.692221
gemini_2.5_flash:3563:71:fwd,7.5867243,9.222476,-7.5867243,-1.1066716,factor_1,gemini_2.5_flash:3563:71:fwd,652,gemini_2.5_flash:3563:71,3563,gemini_2.5_flash,fwd,hard,A,3.416031,3.4154198,2.528253,15.916698
gemini_2.5_pro:abc359_d:112:fwd,7.5845423,9.220294,-7.5845423,-7.57549,factor_1,gemini_2.5_pro:abc359_d:112:fwd,437,gemini_2.5_pro:abc359_d:112,abc359_d,gemini_2.5_pro,fwd,hard,A,2.7915266,2.7914393,3.749073,14.691515
qwen3_235b:abc398_f:207:bwd,7.5783787,9.21413,-7.5783787,1.6767019,factor_1,qwen3_235b:abc398_f:207:bwd,1607,qwen3_235b:abc398_f:207,abc398_f,qwen3_235b,bwd,hard,B,3.6396642,3.6388845,2.0819163,16.346344
gemini_2.5_pro:abc364_e:119:fwd,7.5670433,9.202795,-7.5670433,-7.614105,factor_1,gemini_2.5_pro:abc364_e:119:fwd,444,gemini_2.5_pro:abc364_e:119,abc364_e,gemini_2.5_pro,fwd,hard,A,2.7969828,2.7968905,3.7208896,14.6847
claude_3.7_sonnet:abc331_b:119:bwd,7.543667,9.179419,-7.543667,6.7700114,factor_1,claude_3.7_sonnet:abc331_b:119:bwd,119,claude_3.7_sonnet:abc331_b:119,abc331_b,claude_3.7_sonnet,bwd,medium,B,3.4711912,3.470538,2.3771644,15.981672
claude_4_sonnet:abc386_d:247:bwd,7.5366726,9.172424,-7.5366726,3.3637922,factor_1,claude_4_sonnet:abc386_d:247:bwd,2065,claude_4_sonnet:abc386_d:247,abc386_d,claude_4_sonnet,bwd,hard,B,1.4706403,1.4722941,6.286728,12.058121
claude_4_opus:abc348_d:137:bwd,7.5175695,9.153321,-7.5175695,4.3866315,factor_1,claude_4_opus:abc348_d:137:bwd,1755,claude_4_opus:abc348_d:137,abc348_d,claude_4_opus,bwd,hard,B,1.4291239,1.4308656,6.3488245,11.957818
gemini_2.5_pro:abc361_c:231:fwd,7.4686403,9.104392,-7.4686403,-7.4254994,factor_1,gemini_2.5_pro:abc361_c:231:fwd,556,gemini_2.5_pro:abc361_c:231,abc361_c,gemini_2.5_pro,fwd,hard,A,2.7356195,2.7355843,3.7426467,14.466137
gemini_2.5_flash:abc302_f:133:fwd,7.4454627,9.081215,-7.4454627,-1.0869588,factor_1,gemini_2.5_flash:abc302_f:133:fwd,714,gemini_2.5_flash:abc302_f:133,abc302_f,gemini_2.5_flash,fwd,hard,A,3.3253767,3.3248363,2.5645356,15.597895
claude_4_opus:abc364_c:149:bwd,7.4398127,9.075564,-7.4398127,3.3209176,factor_1,claude_4_opus:abc364_c:149:bwd,1767,claude_4_opus:abc364_c:149,abc364_c,claude_4_opus,bwd,hard,B,1.4622694,1.4639405,6.2062407,11.944888
claude_4_opus:abc339_d:128:bwd,7.4205685,9.05632,-7.4205685,1.6425627,factor_1,claude_4_opus:abc339_d:128:bwd,1746,claude_4_opus:abc339_d:128,abc339_d,claude_4_opus,bwd,hard,B,3.5031047,3.502427,2.1915631,15.921078
claude_3.7_sonnet:3462:50:bwd,7.3948307,9.030582,-7.3948307,6.797581,factor_1,claude_3.7_sonnet:3462:50:bwd,50,claude_3.7_sonnet:3462:50,3462,claude_3.7_sonnet,bwd,medium,B,3.4502413,3.449604,2.2693582,15.791807
gemini_2.5_flash:abc394_g:421:bwd,7.3728337,9.008586,-7.3728337,4.3204694,factor_1,gemini_2.5_flash:abc394_g:421:bwd,1002,gemini_2.5_flash:abc394_g:421,abc394_g,gemini_2.5_flash,bwd,hard,B,1.42633,1.4280777,6.2095537,11.807618
gemini_2.5_flash_lite:abc351_d:260:bwd,7.364834,9.000586,-7.364834,3.2880375,factor_1,gemini_2.5_flash_lite:abc351_d:260:bwd,1271,gemini_2.5_flash_lite:abc351_d:260,abc351_d,gemini_2.5_flash_lite,bwd,hard,B,1.4558033,1.457488,6.1439095,11.857262
gemini_2.5_pro:3223:5:bwd,7.3636117,8.999364,-7.3636117,6.6164174,factor_1,gemini_2.5_pro:3223:5:bwd,330,gemini_2.5_pro:3223:5,3223,gemini_2.5_pro,bwd,hard,B,3.3525128,3.3519511,2.4295397,15.569188
gemini_2.5_flash_lite:3439:79:fwd,7.3573823,8.9931345,-7.3573823,-2.7653847,factor_1,gemini_2.5_flash_lite:3439:79:fwd,1090,gemini_2.5_flash_lite:3439:79,3439,gemini_2.5_flash_lite,fwd,medium,A,5.020446,5.018748,-0.8436117,18.82988
claude_4_sonnet:3647:93:bwd,7.3246512,8.960403,-7.3246512,6.575352,factor_1,claude_4_sonnet:3647:93:bwd,1911,claude_4_sonnet:3647:93,3647,claude_4_sonnet,bwd,easy,B,3.3224816,3.3219435,2.4493942,15.471413
gemini_2.5_flash_lite:3616:120:fwd,7.307109,8.942861,-7.307109,-7.4679966,factor_1,gemini_2.5_flash_lite:3616:120:fwd,1131,gemini_2.5_flash_lite:3616:120,3616,gemini_2.5_flash_lite,fwd,hard,A,2.7112563,2.7112439,3.6288223,14.256899
claude_4_sonnet:abc400_c:268:bwd,7.2621017,8.897854,-7.2621017,6.5392613,factor_1,claude_4_sonnet:abc400_c:268:bwd,2086,claude_4_sonnet:abc400_c:268,abc400_c,claude_4_sonnet,bwd,easy,B,3.2933998,3.2928848,2.4437995,15.351908
gemini_2.5_flash_lite:3166:36:fwd,7.2531366,8.888888,-7.2531366,-1.061107,factor_1,gemini_2.5_flash_lite:3166:36:fwd,1047,gemini_2.5_flash_lite:3166:36,3166,gemini_2.5_flash_lite,fwd,hard,A,3.2063615,3.2059164,2.6052923,15.172484
claude_3.7_sonnet:abc380_f:157:bwd,7.237153,8.872905,-7.237153,6.522899,factor_1,claude_3.7_sonnet:abc380_f:157:bwd,157,claude_3.7_sonnet:abc380_f:157,abc380_f,claude_3.7_sonnet,bwd,hard,B,3.2805877,3.280083,2.443942,15.3018675
gemini_2.5_flash:abc352_d:193:bwd,7.212494,8.848246,-7.212494,6.5807385,factor_1,gemini_2.5_flash:abc352_d:193:bwd,774,gemini_2.5_flash:abc352_d:193,abc352_d,gemini_2.5_flash,bwd,hard,B,3.3066733,3.3061478,2.368196,15.328295
claude_3.7_sonnet:3047:18:fwd,7.2075567,8.843308,-7.2075567,-2.707817,factor_1,claude_3.7_sonnet:3047:18:fwd,18,claude_3.7_sonnet:3047:18,3047,claude_3.7_sonnet,fwd,medium,A,4.8258123,4.824235,-0.61219215,18.29881
gemini_2.5_flash_lite:abc361_e:280:bwd,7.2067194,8.842471,-7.2067194,6.499871,factor_1,gemini_2.5_flash_lite:abc361_e:280:bwd,1291,gemini_2.5_flash_lite:abc361_e:280,abc361_e,gemini_2.5_flash_lite,bwd,hard,B,3.2632,3.2627091,2.4475613,15.237381
gemini_2.5_flash_lite:abc359_d:273:bwd,7.205194,8.840946,-7.205194,6.533561,factor_1,gemini_2.5_flash_lite:abc359_d:273:bwd,1284,gemini_2.5_flash_lite:abc359_d:273,abc359_d,gemini_2.5_flash_lite,bwd,hard,B,3.2817626,3.281257,2.4096828,15.272209
gemini_2.5_flash_lite:abc363_d:286:bwd,7.200354,8.836106,-7.200354,6.6299896,factor_1,gemini_2.5_flash_lite:abc363_d:286:bwd,1297,gemini_2.5_flash_lite:abc363_d:286,abc363_d,gemini_2.5_flash_lite,bwd,easy,B,3.3235664,3.3230276,2.3229718,15.349241
gemini_2.5_flash:3229:25:bwd,7.1878614,8.823613,-7.1878614,6.4868746,factor_1,gemini_2.5_flash:3229:25:bwd,606,gemini_2.5_flash:3229:25,3229,gemini_2.5_flash,bwd,hard,B,3.2532098,3.2527268,2.4482684,15.198957
gemini_2.5_flash:3801:129:fwd,7.187028,8.82278,-7.187028,-2.72288,factor_1,gemini_2.5_flash:3801:129:fwd,710,gemini_2.5_flash:3801:129,3801,gemini_2.5_flash,fwd,hard,A,4.798163,4.7966022,-0.5785608,18.224121
gemini_2.5_flash:3788:123:fwd,7.1803994,8.816152,-7.1803994,-1.0505102,factor_1,gemini_2.5_flash:3788:123:fwd,704,gemini_2.5_flash:3788:123,3788,gemini_2.5_flash,fwd,hard,A,3.1621022,3.1616933,2.6192327,15.013071
gemini_2.5_flash:abc386_d:258:fwd,7.1590195,8.794771,-7.1590195,-1.4455591,factor_1,gemini_2.5_flash:abc386_d:258:fwd,839,gemini_2.5_flash:abc386_d:258,abc386_d,gemini_2.5_flash,fwd,hard,A,12.322347,12.316766,-15.34609,32.93563
claude_3.7_sonnet:abc310_d:97:bwd,7.137901,8.773653,-7.137901,3.183349,factor_1,claude_3.7_sonnet:abc310_d:97:bwd,97,claude_3.7_sonnet:abc310_d:97,abc310_d,claude_3.7_sonnet,bwd,hard,B,1.437012,1.4387367,5.953729,11.593576
claude_4_sonnet:abc325_f:162:bwd,7.136588,8.77234,-7.136588,6.437612,factor_1,claude_4_sonnet:abc325_f:162:bwd,1980,claude_4_sonnet:abc325_f:162,abc325_f,claude_4_sonnet,bwd,easy,B,3.2181942,3.2177396,2.46557,15.079109
gemini_2.5_flash:3793:126:bwd,7.136448,8.7722,-7.136448,6.547957,factor_1,gemini_2.5_flash:3793:126:bwd,707,gemini_2.5_flash:3793:126,3793,gemini_2.5_flash,bwd,hard,B,3.2727842,3.2722857,2.3585196,15.18588
gemini_2.5_flash_lite:3437:78:bwd,7.1345825,8.770334,-7.1345825,6.627694,factor_1,gemini_2.5_flash_lite:3437:78:bwd,1089,gemini_2.5_flash_lite:3437:78,3437,gemini_2.5_flash_lite,bwd,hard,B,3.2992241,3.2987046,2.304873,15.235796
gemini_2.5_flash_lite:abc349_e:257:fwd,7.127017,8.762769,-7.127017,-7.264309,factor_1,gemini_2.5_flash_lite:abc349_e:257:fwd,1268,gemini_2.5_flash_lite:abc349_e:257,abc349_e,gemini_2.5_flash_lite,fwd,hard,A,2.640163,2.6402187,3.5879397,13.937597
qwen3_235b:3308:27:bwd,7.120988,8.75674,-7.120988,1.5783826,factor_1,qwen3_235b:3308:27:bwd,1427,qwen3_235b:3308:27,3308,qwen3_235b,bwd,hard,B,3.2579095,3.257423,2.3721905,15.141289
claude_3.7_sonnet:abc327_d:114:bwd,7.116845,8.752597,-7.116845,6.58879,factor_1,claude_3.7_sonnet:abc327_d:114:bwd,114,claude_3.7_sonnet:abc327_d:114,abc327_d,claude_3.7_sonnet,bwd,hard,B,3.2811835,3.280678,2.3224678,15.182726
gemini_2.5_flash_lite:abc301_d:174:bwd,7.076138,8.71189,-7.076138,6.4856715,factor_1,gemini_2.5_flash_lite:abc301_d:174:bwd,1185,gemini_2.5_flash_lite:abc301_d:174,abc301_d,gemini_2.5_flash_lite,bwd,medium,B,3.2309294,3.2304642,2.3801804,15.0436
gemini_2.5_flash:abc324_a:372:bwd,7.065395,8.701147,-7.065395,6.3809943,factor_1,gemini_2.5_flash:abc324_a:372:bwd,953,gemini_2.5_flash:abc324_a:372,abc324_a,gemini_2.5_flash,bwd,medium,B,3.1770017,3.1765807,2.475049,14.927245
claude_3.7_sonnet:abc326_d:111:fwd,7.063524,8.699276,-7.063524,-7.0565286,factor_1,claude_3.7_sonnet:abc326_d:111:fwd,111,claude_3.7_sonnet:abc326_d:111,abc326_d,claude_3.7_sonnet,fwd,hard,A,2.5892494,2.5893552,3.6241398,13.774412
gemini_2.5_flash:abc308_f:140:fwd,7.063474,8.699226,-7.063474,-2.6619692,factor_1,gemini_2.5_flash:abc308_f:140:fwd,721,gemini_2.5_flash:abc308_f:140,abc308_f,gemini_2.5_flash,fwd,easy,A,4.646211,4.644747,-0.40447712,17.802929
gemini_2.5_flash_lite:abc358_d:271:bwd,7.0420346,8.677787,-7.0420346,3.133677,factor_1,gemini_2.5_flash_lite:abc358_d:271:bwd,1282,gemini_2.5_flash_lite:abc358_d:271,abc358_d,gemini_2.5_flash_lite,bwd,hard,B,1.4297863,1.4315265,5.871995,11.483579
gemini_2.5_pro:abc372_e:129:fwd,7.036503,8.672255,-7.036503,-7.029444,factor_1,gemini_2.5_pro:abc372_e:129:fwd,454,gemini_2.5_pro:abc372_e:129,abc372_e,gemini_2.5_pro,fwd,hard,A,2.579278,2.5793939,3.6166425,13.727867
gemini_2.5_pro:3327:11:fwd,7.0075383,8.6432905,-7.0075383,-1.3964353,factor_1,gemini_2.5_pro:3327:11:fwd,336,gemini_2.5_pro:3327:11,3327,gemini_2.5_pro,fwd,hard,A,10.136914,10.132435,-11.216283,28.502865
claude_3.7_sonnet:3395:220:bwd,6.9811306,8.616882,-6.9811306,6.320187,factor_1,claude_3.7_sonnet:3395:220:bwd,220,claude_3.7_sonnet:3395:220,3395,claude_3.7_sonnet,bwd,medium,B,3.1324346,3.13205,2.478064,14.755701
claude_3.7_sonnet:abc327_b:113:fwd,6.97599,8.611742,-6.97599,-7.084197,factor_1,claude_3.7_sonnet:abc327_b:113:fwd,113,claude_3.7_sonnet:abc327_b:113,abc327_b,claude_3.7_sonnet,fwd,hard,A,2.5804017,2.580516,3.5539303,13.669554
gemini_2.5_pro:3765:66:bwd,6.975877,8.611629,-6.975877,6.3153563,factor_1,gemini_2.5_pro:3765:66:bwd,391,gemini_2.5_pro:3765:66,3765,gemini_2.5_pro,bwd,hard,B,3.129108,3.1287265,2.4793243,14.743933
gemini_2.5_flash:3686:96:fwd,6.9280415,8.563793,-6.9280415,-2.609836,factor_1,gemini_2.5_flash:3686:96:fwd,677,gemini_2.5_flash:3686:96,3686,gemini_2.5_flash,fwd,hard,A,4.483306,4.481946,-0.22082138,17.348408
gemini_2.5_flash_lite:3395:72:bwd,6.9195685,8.555321,-6.9195685,6.359263,factor_1,gemini_2.5_flash_lite:3395:72:bwd,1083,gemini_2.5_flash_lite:3395:72,3395,gemini_2.5_flash_lite,bwd,hard,B,3.1391604,3.1387706,2.4033303,14.707312
gemini_2.5_flash:abc307_d:139:bwd,6.9068813,8.542633,-6.9068813,6.353677,factor_1,gemini_2.5_flash:abc307_d:139:bwd,720,gemini_2.5_flash:abc307_d:139,abc307_d,gemini_2.5_flash,bwd,hard,B,3.1337109,3.1333253,2.4013152,14.68395
gemini_2.5_flash_lite:abc351_e:261:bwd,6.8751936,8.510945,-6.8751936,6.232355,factor_1,gemini_2.5_flash_lite:abc351_e:261:bwd,1272,gemini_2.5_flash_lite:abc351_e:261,abc351_e,gemini_2.5_flash_lite,bwd,easy,B,3.071267,3.0709336,2.4919152,14.529976
claude_3.7_sonnet:2786:6:bwd,6.85459,8.490342,-6.85459,6.273631,factor_1,claude_3.7_sonnet:2786:6:bwd,6,claude_3.7_sonnet:2786:6,2786,claude_3.7_sonnet,bwd,easy,B,3.0880475,3.0877001,2.4384499,14.542234
qwen3_235b:abc394_f:201:bwd,6.835028,8.47078,-6.835028,6.220087,factor_1,qwen3_235b:abc394_f:201:bwd,1601,qwen3_235b:abc394_f:201,abc394_f,qwen3_235b,bwd,hard,B,3.0592592,3.058936,2.4752655,14.466295
claude_4_sonnet:abc377_e:230:bwd,6.816243,8.451995,-6.816243,1.5107772,factor_1,claude_4_sonnet:abc377_e:230:bwd,2048,claude_4_sonnet:abc377_e:230,abc377_e,claude_4_sonnet,bwd,medium,B,3.0259504,3.0256555,2.52171,14.38228
gemini_2.5_flash:abc396_d:279:bwd,6.786043,8.421795,-6.786043,3.9810674,factor_1,gemini_2.5_flash:abc396_d:279:bwd,860,gemini_2.5_flash:abc396_d:279,abc396_d,gemini_2.5_flash,bwd,hard,B,1.4017465,1.4035485,5.67084,11.17275
gemini_2.5_flash:abc323_d:160:fwd,6.764328,8.40008,-6.764328,-6.947554,factor_1,gemini_2.5_flash:abc323_d:160:fwd,741,gemini_2.5_flash:abc323_d:160,abc323_d,gemini_2.5_flash,fwd,medium,A,2.5156035,2.5157835,3.4691439,13.331016
gemini_2.5_flash_lite:3770:161:fwd,6.7213345,8.357086,-6.7213345,-2.5358388,factor_1,gemini_2.5_flash_lite:3770:161:fwd,1172,gemini_2.5_flash_lite:3770:161,3770,gemini_2.5_flash_lite,fwd,hard,A,4.2460747,4.2448707,0.037139893,16.677032
gemini_2.5_flash_lite:abc394_c:365:fwd,6.714945,8.350697,-6.714945,-6.8502016,factor_1,gemini_2.5_flash_lite:abc394_c:365:fwd,1376,gemini_2.5_flash_lite:abc394_c:365,abc394_c,gemini_2.5_flash_lite,fwd,medium,A,2.49242,2.4926238,3.4651537,13.236239
claude_4_sonnet:3026:22:bwd,6.7091894,8.344941,-6.7091894,-0.9863051,factor_1,claude_4_sonnet:3026:22:bwd,1840,claude_4_sonnet:3026:22,3026,claude_4_sonnet,bwd,medium,B,2.8919098,2.8917317,2.677147,14.012735
claude_4_sonnet:abc367_b:214:bwd,6.6367583,8.272511,-6.6367583,6.0458665,factor_1,claude_4_sonnet:abc367_b:214:bwd,2032,claude_4_sonnet:abc367_b:214,abc367_b,claude_4_sonnet,bwd,hard,B,2.9442868,2.9440625,2.5021482,14.042873
gemini_2.5_flash:3494:346:bwd,6.597093,8.232845,-6.597093,3.8774414,factor_1,gemini_2.5_flash:3494:346:bwd,927,gemini_2.5_flash:3494:346,3494,gemini_2.5_flash,bwd,hard,B,1.3941787,1.3959976,5.49669,10.969001
gemini_2.5_flash_lite:3686:137:fwd,6.573436,8.2091875,-6.573436,-2.4873862,factor_1,gemini_2.5_flash_lite:3686:137:fwd,1148,gemini_2.5_flash_lite:3686:137,3686,gemini_2.5_flash_lite,fwd,hard,A,4.0847526,4.0836573,0.20521927,16.213156
qwen3_235b:3479:43:bwd,6.5307865,8.166538,-6.5307865,0.015592386,factor_1,qwen3_235b:3479:43:bwd,1443,qwen3_235b:3479:43,3479,qwen3_235b,bwd,hard,B,8.754559,8.75079,-8.98501,25.318087
gemini_2.5_pro:abc374_f:132:bwd,6.5058985,8.14165,-6.5058985,0.015868055,factor_1,gemini_2.5_pro:abc374_f:132:bwd,457,gemini_2.5_pro:abc374_f:132,abc374_f,gemini_2.5_pro,bwd,hard,B,8.64663,8.642919,-8.7984705,25.081772
qwen3_235b:abc397_e:205:fwd,6.494747,8.130499,-6.494747,-2.4655833,factor_1,qwen3_235b:abc397_e:205:fwd,1605,qwen3_235b:abc397_e:205,abc397_e,qwen3_235b,fwd,hard,A,4.0017104,4.0006723,0.28918076,15.971817
gemini_2.5_pro:1883_B:0:fwd,6.4476957,8.083447,-6.4476957,-6.567566,factor_1,gemini_2.5_pro:1883_B:0:fwd,325,gemini_2.5_pro:1883_B:0,1883_B,gemini_2.5_pro,fwd,hard,A,2.400691,2.4009914,3.3775043,12.789391
claude_3.7_sonnet:abc321_e:261:bwd,6.442624,8.078376,-6.442624,5.893093,factor_1,claude_3.7_sonnet:abc321_e:261:bwd,261,claude_3.7_sonnet:abc321_e:261,abc321_e,claude_3.7_sonnet,bwd,hard,B,2.8450115,2.8448753,2.50242,13.654331
gemini_2.5_flash_lite:3387:70:fwd,6.4410763,8.076828,-6.4410763,-2.4471145,factor_1,gemini_2.5_flash_lite:3387:70:fwd,1081,gemini_2.5_flash_lite:3387:70,3387,gemini_2.5_flash_lite,fwd,hard,A,3.9459007,3.9449015,0.34482098,15.808835
gemini_2.5_flash_lite:abc400_c:379:bwd,6.433786,8.069538,-6.433786,5.8840966,factor_1,gemini_2.5_flash_lite:abc400_c:379:bwd,1390,gemini_2.5_flash_lite:abc400_c:379,abc400_c,gemini_2.5_flash_lite,bwd,easy,B,2.8396394,2.8395083,2.5041018,13.6349745
gemini_2.5_flash_lite:abc305_e:182:bwd,6.377377,8.013129,-6.377377,5.8413167,factor_1,gemini_2.5_flash_lite:abc305_e:182:bwd,1193,gemini_2.5_flash_lite:abc305_e:182,abc305_e,gemini_2.5_flash_lite,bwd,medium,B,2.8123624,2.812256,2.5011072,13.525151
gemini_2.5_flash:abc355_b:384:bwd,6.3597546,7.9955063,-6.3597546,5.8249393,factor_1,gemini_2.5_flash:abc355_b:384:bwd,965,gemini_2.5_flash:abc355_b:384,abc355_b,gemini_2.5_flash,bwd,hard,B,2.8025312,2.8024337,2.502736,13.4882765
gemini_2.5_flash:abc334_c:173:fwd,6.3485146,7.9842663,-6.3485146,-2.406953,factor_1,gemini_2.5_flash:abc334_c:173:fwd,754,gemini_2.5_flash:abc334_c:173,abc334_c,gemini_2.5_flash,fwd,hard,A,3.8509822,3.8500497,0.43816853,15.530364
claude_4_opus:abc385_e:172:bwd,6.3166604,7.952412,-6.3166604,5.7908707,factor_1,claude_4_opus:abc385_e:172:bwd,1790,claude_4_opus:abc385_e:172,abc385_e,claude_4_opus,bwd,hard,B,2.781373,2.781295,2.5010738,13.40375
gemini_2.5_flash:abc301_d:131:bwd,6.3040743,7.939826,-6.3040743,5.780881,factor_1,gemini_2.5_flash:abc301_d:131:bwd,712,gemini_2.5_flash:abc301_d:131,abc301_d,gemini_2.5_flash,bwd,medium,B,2.775212,2.7751398,2.5005517,13.379101
gemini_2.5_flash_lite:3603:116:bwd,6.2943153,7.930067,-6.2943153,3.7082298,factor_1,gemini_2.5_flash_lite:3603:116:bwd,1127,gemini_2.5_flash_lite:3603:116,3603,gemini_2.5_flash_lite,bwd,medium,B,1.3807533,1.3826027,5.2201657,10.639969
claude_4_sonnet:3354:50:fwd,6.273033,7.908785,-6.273033,-2.3814697,factor_1,claude_4_sonnet:3354:50:fwd,1868,claude_4_sonnet:3354:50,3354,claude_4_sonnet,fwd,medium,A,3.7758446,3.7749658,0.50985193,15.307718
claude_3.7_sonnet:3739:82:fwd,6.242258,7.87801,-6.242258,-0.9222863,factor_1,claude_3.7_sonnet:3739:82:fwd,82,claude_3.7_sonnet:3739:82,3739,claude_3.7_sonnet,fwd,easy,A,2.646472,2.6465216,2.6908274,13.065192
claude_4_opus:3453:39:bwd,6.224753,7.8605046,-6.224753,0.015897337,factor_1,claude_4_opus:3453:39:bwd,1657,claude_4_opus:3453:39,3453,claude_4_opus,bwd,hard,B,7.516364,7.51325,-6.8654656,22.586475
gemini_2.5_flash:abc333_d:172:fwd,6.2245755,7.8603272,-6.2245755,-2.361804,factor_1,gemini_2.5_flash:abc333_d:172:fwd,753,gemini_2.5_flash:abc333_d:172,abc333_d,gemini_2.5_flash,fwd,hard,A,3.7280424,3.7271981,0.5550189,15.165636
gemini_2.5_flash:3047:18:fwd,6.217515,7.8532667,-6.217515,-6.214481,factor_1,gemini_2.5_flash:3047:18:fwd,599,gemini_2.5_flash:3047:18,3047,gemini_2.5_flash,fwd,medium,A,2.303099,2.3035069,3.3383932,12.36814
claude_3.7_sonnet:abc341_f:280:fwd,6.2156262,7.851378,-6.2156262,-2.362151,factor_1,claude_3.7_sonnet:abc341_f:280:fwd,280,claude_3.7_sonnet:abc341_f:280,abc341_f,claude_3.7_sonnet,fwd,medium,A,3.71974,3.7189016,0.5623307,15.140425
claude_3.7_sonnet:abc325_f:110:fwd,6.199961,7.835713,-6.199961,-2.3531308,factor_1,claude_3.7_sonnet:abc325_f:110:fwd,110,claude_3.7_sonnet:abc325_f:110,abc325_f,claude_3.7_sonnet,fwd,hard,A,3.7041526,3.7033255,0.5771947,15.094231
qwen3_235b:abc394_g:202:bwd,6.197431,7.833183,-6.197431,5.5820813,factor_1,qwen3_235b:abc394_g:202:bwd,1602,qwen3_235b:abc394_g:202,abc394_g,qwen3_235b,bwd,hard,B,2.6657999,2.6658309,2.6081543,13.058211
gemini_2.5_pro:abc382_c:149:bwd,6.1278753,7.763627,-6.1278753,5.602601,factor_1,gemini_2.5_pro:abc382_c:149:bwd,474,gemini_2.5_pro:abc382_c:149,abc382_c,gemini_2.5_pro,bwd,easy,B,2.6732872,2.673311,2.5239372,13.003317
gemini_2.5_pro:3658:48:bwd,6.1255984,7.76135,-6.1255984,1.3605573,factor_1,gemini_2.5_pro:3658:48:bwd,373,gemini_2.5_pro:3658:48,3658,gemini_2.5_pro,bwd,hard,B,2.5606325,2.5607667,2.742247,12.780453
gemini_2.5_flash_lite:abc371_c:306:bwd,6.1050096,7.7407613,-6.1050096,5.5935764,factor_1,gemini_2.5_flash_lite:abc371_c:306:bwd,1317,gemini_2.5_flash_lite:abc371_c:306,abc371_c,gemini_2.5_flash_lite,bwd,easy,B,2.666939,2.6669688,2.5135021,12.96802
qwen3_235b:abc367_e:153:bwd,6.095138,7.73089,-6.095138,5.6347384,factor_1,qwen3_235b:abc367_e:153:bwd,1553,qwen3_235b:abc367_e:153,abc367_e,qwen3_235b,bwd,hard,B,2.6835966,2.6836104,2.471013,12.990767
gemini_2.5_flash:3439:343:fwd,6.079484,7.7152357,-6.079484,-2.312138,factor_1,gemini_2.5_flash:3439:343:fwd,924,gemini_2.5_flash:3439:343,3439,gemini_2.5_flash,fwd,hard,A,3.5897033,3.5889606,0.6808729,14.7495985
gemini_2.5_flash:3203:23:fwd,6.078993,7.7147446,-6.078993,-6.050976,factor_1,gemini_2.5_flash:3203:23:fwd,604,gemini_2.5_flash:3203:23,3203,gemini_2.5_flash,fwd,hard,A,2.2548497,2.2553127,3.2943316,12.135158
gemini_2.5_pro:abc345_d:100:bwd,6.06992,7.705672,-6.06992,1.3480356,factor_1,gemini_2.5_pro:abc345_d:100:bwd,425,gemini_2.5_pro:abc345_d:100,abc345_d,gemini_2.5_pro,bwd,hard,B,2.526413,2.5265818,2.7535715,12.657772
gemini_2.5_flash_lite:3580:112:fwd,6.0631886,7.6989403,-6.0631886,-0.89728576,factor_1,gemini_2.5_flash_lite:3580:112:fwd,1123,gemini_2.5_flash_lite:3580:112,3580,gemini_2.5_flash_lite,fwd,hard,A,2.5574324,2.55757,2.6861029,12.711778
